concepto_turistico,total_nacional,comunidades_y_ciudades_autonomas,residencia_del_viajero,periodo,total
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2023-07-01,
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2023-06-01,88000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2023-05-01,67000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2023-04-01,97000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2023-03-01,64000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2023-02-01,62000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2023-01-01,51000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2022-12-01,91000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2022-11-01,63000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2022-10-01,82000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2022-09-01,109000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2022-08-01,168000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2022-07-01,142000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2022-06-01,104000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2022-05-01,84000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2022-04-01,103000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2022-03-01,56000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2022-02-01,68000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2022-01-01,52000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2021-12-01,76000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2021-11-01,51000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2021-10-01,78000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2021-09-01,94000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2021-08-01,164000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2021-07-01,136000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2021-06-01,88000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2021-05-01,59000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2021-04-01,27000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2021-03-01,26000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2021-02-01,17000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2021-01-01,21000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2020-12-01,25000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2020-11-01,12000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2020-10-01,47000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2020-09-01,62000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2020-08-01,129000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2020-07-01,94000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2020-06-01,36000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2020-05-01,6000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2020-04-01,2000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2020-03-01,23000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2020-02-01,75000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2020-01-01,53000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2019-12-01,77000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2019-11-01,58000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2019-10-01,63000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2019-09-01,84000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2019-08-01,135000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2019-07-01,98000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2019-06-01,81000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2019-05-01,78000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2019-04-01,74000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2019-03-01,59000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2019-02-01,52000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2019-01-01,40000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2018-12-01,58000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2018-11-01,46000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2018-10-01,55000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2018-09-01,72000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2018-08-01,115000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2018-07-01,88000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2018-06-01,69000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2018-05-01,54000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2018-04-01,59000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2018-03-01,59000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2018-02-01,43000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en España,2018-01-01,34000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2023-09-01,
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2023-08-01,
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2023-07-01,
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2023-06-01,110000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2023-05-01,128000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2023-04-01,118000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2023-03-01,81000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2023-02-01,65000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2023-01-01,56000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2022-12-01,64000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2022-11-01,71000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2022-10-01,115000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2022-09-01,120000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2022-08-01,114000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2022-07-01,109000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2022-06-01,112000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2022-05-01,119000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2022-04-01,100000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2022-03-01,76000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2022-02-01,58000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2022-01-01,42000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2021-12-01,48000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2021-11-01,57000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2021-10-01,81000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2021-09-01,71000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2021-08-01,66000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2021-07-01,55000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2021-06-01,34000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2021-05-01,23000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2021-04-01,11000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2021-03-01,7000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2021-02-01,3000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2021-01-01,5000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2020-12-01,6000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2020-11-01,4000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2020-10-01,15000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2020-09-01,15000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2020-08-01,32000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2020-07-01,28000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2020-06-01,4000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2020-05-01,2000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2020-04-01,2000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2020-03-01,31000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2020-02-01,71000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2020-01-01,64000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2019-12-01,66000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2019-11-01,67000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2019-10-01,124000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2019-09-01,132000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2019-08-01,126000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2019-07-01,114000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2019-06-01,117000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2019-05-01,121000.0
Número de alojamientos turísticos ocupados,Total Nacional,01 Andalucía,Residentes en el Extranjero,2019-04-01,114000.0
